,message,label_d,label_r,label_s,label_a,label_og,label_maj
4222,Let the story end.Results yet to come,0,0,0,0,0,0
4223,Stud who r taking compensatory courses meet me within Friday,0,0,0,0,0,0
4224,"Pay online examination fees in feekart, it will be enabled tomorrow, no need to submit application, only you have to pay in online exam fees for 8th semester exam",0,0,0,1,0,0
4225,one if the three days we will have to come right?,0,0,0,0,0,0
4226,"If u have any issues in univ exam time table, report immediately",0,0,0,0,0,0
4227,"May 8, 9 and 10 will be your major project viva voce. All have to come and attend.",0,0,0,0,0,0
4228,"Those students whose presentation is through Skype send your Skype ID to Sowmya ma'am, have shared her contact, send to her immediately",0,0,0,0,0,0
4229,😮😮😮😮.You are the type of child my mother warned about .,0,0,0,0,0,0
4230,Is there someone who’s really good with using sql in python and can help me out rn?,0,0,0,0,0,0
4231,Abe kal shayd flood scenes honge,0,0,0,0,0,0
4232,I don't believe .They be flipping since 2015,0,0,0,0,0,0
4233,Stock over for this season.Nepal mango only for now✌,0,0,0,0,0,0
4234,"“Every moment in life is like the water drops in flowing river. Though you can touch the water many times, you will never be able to touch the same drops of water twice, as they have already flown way ahead. Similarly, life offers a combination of certain situation, place and people only once. Next time even though you visit the same place; situation and people may change.” ",1,1,1,1,1,1
4235,Ye tere phn se bhundi likha hai na chaatne ke liye ??,0,0,0,0,0,0
4236,"“Your life philosophy might be totally wrong, it might be very inadequate or quite primitive or it may be nonsense and silly! And so, dear friend, you must become familiar with the life philosophies of others! To be able to think of the fact that there may be paths much superior than your path is a great wisdom!” ",1,1,1,1,1,1
4237,Congrats manoj. Very proud of u,0,0,0,0,0,0
4238,Best in the history of SRM,0,0,0,0,0,0
4239,You ain't so smart to catch anybody up.🔥,0,0,0,0,0,0
4240,"If anyone knows him , please let him know that he left his wallet in the auto and he can collect it from M-BLOCK Girls hostel. ",0,0,0,0,0,0
4241,Please fill the log book and review report,0,0,0,0,0,0
4242,"For our conference registration will close by Monday, hence do the payment and confirm",0,0,0,0,0,0
4243,Like one whose childhood spent in london,0,0,0,0,0,0
4244,"Yeah, but I'm 400 ranks below you in comp tier",0,0,0,0,0,0
4245,"Thanks!And congratulations to you too, Triple Kaggle Expert.I know you're in the Top 2% across all tiers. 😛",0,0,0,0,0,0
4246,"“No his mind is not for rentTo any god or governmentAlways hopeful, yet discontentHe knows changes aren't permanentBut change is” ",1,1,1,1,1,1
4247,"“Life is a journey of curves, hills and flatlands appreciate all the roads for they are your life. Trust the curves, enjoy the hills and glide through the flatlands it is an amazing ride… ~Janiece Rendon Transition Strategist” ",1,1,1,1,1,1
4248,Send the internship details within 12 o clock,0,0,0,0,0,0
4249,Send me the internship details if u r not appearing for second review in the fol format:,0,0,0,0,0,0
4250,"Maam, how do we get the information on our arrear subjects practical?",0,0,0,0,0,0
4251,Mam so have they: changed the slots for the electives? Earlier you  had told that we had to take an open elective in G slot.,0,0,0,0,0,0
4252,Ma'amWhat do we have 2 choose in G slot??,0,0,0,0,0,0
4253,Mam in the given list only 1 D slot course is offered as open elective to our dept. Most of the courses in that list are dept electives.,0,0,0,0,0,0
4254,👆above PDF is our department electives list...elective which is not presented in the list will be considered as open electives..,0,0,0,0,0,0
4255,"Dear all, kindly forward above google link to all ur students for getting willingness of electives in C,D,E slots in order to get subject counts...kindly post this link in your class group...tomorrow is the last date for giving subject count so plz forward it to all class group and insist ur students to fill google form",0,0,0,0,0,0
4256,Are we supposed to select all the three or any 2?,0,0,0,0,0,0
4257,maam semester lab arrear dates please,0,0,0,0,0,0
4258,"468 , 477, 481, submit yr mooc certificate immediately else u will be given only zero",0,0,0,0,0,0
4259,"468, 477 481 meet me zimo without fail",0,0,0,0,0,0
4260,Mam today is it a holiday,0,0,0,0,0,0
4261,Ya . All of u be safe,0,0,0,0,0,0
4262,Mam any idea when today's exam would be rescheduled to?,0,0,0,0,0,0
4263,There is an enquiry for malpractice  today at 1. 30 at tech park eigth floor conference hall,0,0,0,0,0,0
4264,"The following nos r 425, 436(2 sub), 440, 452, 455, 468(2 sub), 472, 482.",0,0,0,0,0,0
4265,The list is tentative. But get to know,0,0,0,0,0,0
4266,Ma’am already filled the form that was required. Reg. 433,0,0,0,0,0,0
4267,"In this semester we are allowing C,D and E slot for electives. Next semester we have core subjects in C and D slots. So students want to take the elective in C and D slot have to take it now. He/ She should not claim    the subject in next semester.",0,0,0,0,0,0
4268,Core subject is compulsory in the respective slot. If he missed any core then the  student course completion will be extended to 8th semester.😌,0,0,0,0,0,0
4269,Maam when do we have to choose the subjects,0,0,0,0,0,0
4270,List for open electives ??In which slot do we need to choose it,0,0,0,0,0,0
4271,Its advisable to take dept electives,0,0,0,0,0,0
4272,Ma'am I had all two as departmental electives,0,0,0,0,0,0
4273,And last time you said we need to take one open elective,0,0,0,0,0,0
4274,Mam by department electives do you mean only those which are offered by CSE?,0,0,0,0,0,0
4275,"Bt ma'am in this semester we have g and e slot for department elective...not c, d....or by 'this semester' u mean the 6th sem??",0,0,0,0,0,0
4276,"Ma'am jst once and for the last time please clear this,  whether we need to select open elective in the next sem or not??If yes then in which slot??If no then do we have to take three dept electives next sem??",0,0,0,0,0,0
4277,"C , D and E for electives .",0,0,0,0,0,0
4278,"Check the open electives offerred in C, D and E slots",0,0,0,0,0,0
4279,If student taken open elective in C or D slot and he wants C or D slot elective in 7 the semester then the core subject in 7 sem will be taken in 8 th sem.,0,0,0,0,0,0
4280,"Stud please send yr elective options in C, D and E slot immediately in the following format",0,0,0,0,0,0
4281,"So if we don't want core subjects in the 7th sem to be taken to the 8th sem then we have to select department electives in C, D slot and an open elective in E slot...am I right ma'am??",0,0,0,0,0,0
4282,mam will this choice be considered as final choice?,0,0,0,0,0,0
4283,S. U can also choose dept electives in all three slots.,0,0,0,0,0,0
4284,Ma'am can we choose subjects with code 15IT or 15SE if it is offered to CSE ?,0,0,0,0,0,0
4285,"Ma’am, these count as core subjects toward any slots, correct?",0,0,0,0,0,0
4286,"In academia we have another list with fixed slots towards subjects, it’s confusing",0,0,0,0,0,0
4287,So.. is anyone going to send their choices or nah?,0,0,0,0,0,0
4288,Let me get back to you in 3-5 business days 😅,0,0,0,0,0,0
4289,do we need to our numbers and course name,0,0,0,0,0,0
4290,Pretty sure you've waited longer than that to use this,0,0,0,0,0,0
4291,Reg no-RA1511003010479C slot- 15CS421E (natural language processing)D slot- 15CS322E(neuro fuzzy and genetic programming)E slot- 15IT322E (python programming),0,0,0,0,0,0
4292,RA1511003010449C : Network Routing AlgorithmsD:  Software Maintaiance and administrationE : Big Data Analytics,0,0,0,0,0,0
4293,RA1511003010469C slot- 15CS421E (natural language processing)D slot- 15CS322E(neuro fuzzy and genetic programming)E slot- 15IT322E (python programming),0,0,0,0,0,0
4294,RA1511003010457C slot- 15CS421E (natural language processing)D slot- 15CS322E(neuro fuzzy and genetic programming)E slot- 15IT322E (python programming),0,0,0,0,0,0
4295,Reg: RA1511003010433C-Slot : 15CS421E(Natural Language Processing)D-Slot : 15CS322E(Neuro Fuzzy and Genetic Programming)E-Slot : 15IT322E(Python Programming),0,0,0,0,0,0
4296,RA1511003010483C: Network Routing Algorithm 15CS334ED: Open ElectiveE: Python Programming 15IT322E,0,0,0,0,0,0
4297,Reg no: RA1511003010426C SLOT: 15CS428E (Optical Networks)D Slot: 15CS338E ( Database Security and Privacy)E slot: 15CS337E (High Performance Computing),0,0,0,0,0,0
4298,Reg no: RA1511003010482C SLOT: 15SE328E(Programming in PHP)D SLOT: 15CS322E(Neuro Fuzzy and Genetic Programming)E SLOT:15SE322E(E-COMMERCE),0,0,0,0,0,0
4299,Reg no: RA 1511003010464C: 15CS421E( natural language processing)E: big data analytics,0,0,0,0,0,0
4300,RA1511003010448C : Network Routing AlgorithmsD : open elective.E : Data science and Big Data Analytics,0,0,0,0,0,0
4301,Reg : RA1511003010444C: Network routing algorithmsD: open electiveE: E-commerce,0,0,0,0,0,0
4302,RA1511003010445C : Network Routing AlgorithmsD : open elective.E : Data science and Big Data Analytics,0,0,0,0,0,0
4303,RA1511003010480C: open electiveD: database security and privacyE: E commerce,0,0,0,0,0,0
4304,RA1511003010446C: Natural Language ProcessingD: open electiveE: Cryptography,0,0,0,0,0,0
4305,RA1511003010460C: network routing algorithmsD: database security and privacyE: E commerce,0,0,0,0,0,0
4306,RA1511003010430C: Network Routing AlgorithmD: Network ProgrammingE: e-commerce,0,0,0,0,0,0
4307,RA1511003010476C: open electiveD: database security and privacyE: E-commerce,0,0,0,0,0,0
4308,Reg no: RA1511003010426C SLOT: Open electiveD Slot: 15CS338E ( Database Security and Privacy)E slot: 15CS337E (High Performance Computing),0,0,0,0,0,0
4309,RA1511003010463C slot : 15CS336E Network Routing AlgorithmsD slot : 15CS320E Computational LogicE slot : 15IT423E Data Science and Big Data Analytics,0,0,0,0,0,0
4310,RA1511003010490Slot C: 15CS421E Natural Language ProcessingSlot D:  15CS322E Neuro Fuzzy and Genetic programming.Slot E: 15 CS330E  Human Computer Interface,0,0,0,0,0,0
4311,"In the last col of subject list contains the term "" offerred to cse"" then it is dept elective.",0,0,0,0,0,0
4312,REGNO : RA1511003010421C :  NETWORK ROUTING ALGORITHMSD : NETWORK PROGRAMMINGE : DATA SCIENCE AND BIG DATA ANALYSIS,0,0,0,0,0,0
4313,If u have doubts please meet me in tech park sixth floor internet programming lab at nine.,0,0,0,0,0,0
4314,"*Subjects that are mentioned in the IT, SWE list as well, if they are being offered to CSE, they COUNT AS DEPARTMENT ELECTIVE*",0,0,0,0,0,0
4315,RA1511003010474C: Machine LearningD: Database security and privacyE : Internet of things,0,0,0,0,0,0
4316,RA1511003010485C: Natural Language ProcessingD: open electiveE: Data Mining,0,0,0,0,0,0
4317,RA1511003010427C: Natural Language ProcessingD: open electiveE: Data Mining,0,0,0,0,0,0
4318,RA1511003010478C: Natural Language ProcessingD: open electiveE: Data Mining,0,0,0,0,0,0
4319,Reg no-RA1511003010487C slot- 15CS421E (natural language processing)D slot- 15CS322E(neuro fuzzy and genetic programming)E slot- 15SE322E (E-Commerce),0,0,0,0,0,0
4320,RA1511003010434C- natural language processingD - open electiveE- e commerce,0,0,0,0,0,0
4321,RA1511003010481C: Natural Language ProcessingD: open electiveE: Data Mining,0,0,0,0,0,0
4322,RA1511003010488C: Network Routing AlgorithmD: Open electiveE: e-commerce,0,0,0,0,0,0
4323,RA1511003010467C slot : network routing algorithmD slot : open electiveE slot : data mining and analytics,0,0,0,0,0,0
4324,RA1511003010453C: Network Routing AlgorithmD: Open electiveE: e-commerce,0,0,0,0,0,0
4325,RA1511003010466C: Network Routing AlgorithmD: Open electiveE: e-commerce,0,0,0,0,0,0
4326,RA1511003010435C: Network routing algorithmD: open electiveE: e-commerce,0,0,0,0,0,0
4327,RA1511003010424C: Network Routing AlgorithmD: open electiveE: e-commerce,0,0,0,0,0,0
4328,RA1511003010459C: Natural language processingD: Open electiveE: Cryptography,0,0,0,0,0,0
4329,C: Natural Language ProcessingD: open electiveE: Data Mining,0,0,0,0,0,0
4330,RA1511003010425C : Natural Language ProcessingD : Open ElectiveE : Data Mining,0,0,0,0,0,0
4331,Reg:RA1511003010447C:15CS421E (Natural Language Processing)D:15CS338E(Database Security and Privacy)E:15SE322E(E-Commerce),0,0,0,0,0,0
4332,Mam any news about the hall tickets?,0,0,0,0,0,0
4333,Reg: RA1511003010433C-Slot : 15CS421E(Natural Language Processing)D-Slot : 15IT343E Multimedia Tools and applicationsE-Slot : 15IT322E(Python Programming),0,0,0,0,0,0
4334,Reg: RA1511003010451C-Slot : 15CS421E(Natural Language Processing)D-Slot : 15IT343E Multimedia Tools and applicationsE-Slot : 15IT322E(Python Programming),0,0,0,0,0,0
4335,Reg no: RA1511003010470C slot: 15SE328E- Programming in PHPD slot: 15CS338E- Database privacy and securityE slot: 15IT327E- Cryptography,0,0,0,0,0,0
4336,"440, 479 check yr fee dues",0,0,0,0,0,0
4337,Passout students having fair knowledge in java from cse/it/ software can send resume to abcd@gmail.com for agilisium company in OMR. Salary 20k expected.,0,0,0,0,0,0
4338,If u have any discrepancies in mooc or industrial training like marked absent revert immediately,0,0,0,0,0,0
4339,MaamIs the detention list out ?,0,0,0,0,0,0
4340,Mam when will we get the hall tickets?,0,0,0,0,0,0
4341,The above didn't paid the fees,0,0,0,0,0,0
4342,Kindly revert if u have paid fees,0,0,0,0,0,0
4343,Mam is there any update on detention list?,0,0,0,0,0,0
4344,472 meet sharanya maam immideately in UB 813,0,0,0,0,0,0
4345,Ma'amWhen will u give the hall tickets??,0,0,0,0,0,0
4346,"Check out FLOAT Apparel, they donate 100 from every purchase to charity! Get 10% off your order with this coupon: [referral_link]",1,1,1,1,1,1
4347,Jitna to baki college me CSE me bachcha nhi hota usse zyada to apne college me logo ka detention lagta hai,0,0,0,0,0,0
4348,You need to fill the form for student performance and carry a hard copy  of the same to collect the hall ticket. We can collect it today/tomorrow before 4 PM.,0,0,0,0,0,0
4349,How do we get hardcopies of Google forms,0,0,0,0,0,0
4350,I guess we have to carry a copy of the certificates,0,0,0,0,0,0
4351,I have filled the forms and submitted them now how do I prove the same?,0,0,0,0,0,0
4352,There was no option to get the email about recorded options,0,0,0,0,0,0
4353,Proof that we filled the form will be the back end where the data is stored.,0,0,0,0,0,0
4354,So what exactly is the proof now?,0,0,0,0,0,0
4355,No updation on previous detention list,0,0,0,1,0,0
4356,Come and collect hall tkt after nine thirty tomo,0,0,0,0,0,0
4357,Come in proper dress code and bring hard copy proof of student achievement that u have filled in the stud performance . Bring hardcopy of certificates,0,0,0,0,0,0
4358,Mam the hardcopies of certificates is enough?,0,0,0,0,0,0
4359,Is there any conference meet today,0,0,0,0,0,0
4360,Ma'amWhen should we come tomorrow for hall tickets,0,0,0,0,0,0
4361,Mam where will you be available,0,0,0,0,0,0
4362,U can collect yr hall tkt now,0,0,0,0,0,0
4363,Come in proper dress code with hard copy of yr certificate s  to ub 813,0,0,0,0,0,0
4364,mam do we need to bring a photocopy or the original ones will do,0,0,0,0,0,0
4365,"U have to submit it to me. Mooc course certificates, workshop, conference, industrial training certificates",0,0,0,0,0,0
4366,I will leave by afternoon. So collect yr hall tkt in morning,0,0,0,0,0,0
4367,Come and collect hall tkt within one thirty pm,0,0,0,0,0,0
4368,Collect hall ticket before that and also check subjects list in hall ticket for corrections if any,0,0,0,0,0,0
4369,All students are advised to maintain an attendence of *above 75%* before models in the forecoming semisters to avoid detention. -,0,0,0,0,0,0
4370,"SRM University,Dear All,This to inform you that ,if any student, who missed Material Science Arrear lab, kindly meet faculty , , Physics  dept. without fail with the faculty advisor.ByHoC/CSE",0,0,0,0,0,0
4371,Please give mid sem and end sem feedback. Its mandatory for course selection,0,0,0,0,0,0
4372,Rahul and Anshul arora contact ma'am,0,0,0,0,0,0
4373,"Dear all, students those who have opted software engineering principles(15SE202) or professional ethics and software economics(15SE204) in 5th semester can be allotted 4th elective in G slot in 6th semester.",0,0,0,0,0,0
4374,Mam what kind of training is it,0,0,0,0,0,0
4375,"So all the faculty advisors kindly get the response from the above students for g slot. The subjects offered in g slot are 15CS331E(data mining and analytics), 15CS325E(digital image processing) and 15CS324E(machine learning)",0,0,0,0,0,0
4376,"Nos 449, 465, 471 call me",0,0,0,1,0,0
4377,"Reg. ID: RA1511003010477C: (15CS427E) Nature Inspired Computing TechniquesD: (15IT343E) Multimedia Tools And ApplicationsE: (15IT423E) Data Science And Big Data AnalyticsG: (15MB1201) Intellectual Property Rights, Innovation and Technology",0,0,0,0,0,0
4378,RA1511003010475C: Network routing algorithmD: open electiveE: e-commerce,0,0,0,0,0,0
4379,If u have taken software engineering principles alone reply,0,0,0,0,0,0
4380,Ma'am posting for the first time,0,0,0,0,0,0
4381,The list is will later be updated,0,0,0,0,0,0
4382,In case we need to make some changes can we post it again?,0,0,0,0,0,0
4383,U opt the course while enrolling,0,0,0,0,0,0
4384,RA1511003010449C : Network Routing AlgorithmsD:  Software Maintaiance and administrationE : Big Data AnalyticsG : Data Mining and analytics,0,0,0,0,0,0
4385,The online course registration for the upcoming Even sem 2017-18 schedule is available in the link: tinyurl.com/course-even4 O/o. Director (E&T),0,0,0,0,0,0
4386,Ma’am I think that’s for the 4th SRMtinyurl.com/courser-even6For 6th sem,0,0,0,0,0,0
4387,Mam during course registration can we choose management subject in open elective,0,0,0,0,0,0
4388,"maam, its adding up to 20 credits.",0,0,0,0,0,0
4389,1 hota hai usually Pd ka toh,0,0,0,0,0,0
4390,It's ok I got the confirmation,0,0,0,0,0,0
4391,As in the confirmation page was updated,0,0,0,0,0,0
4392,Mine got submitted at 19 so,0,0,0,0,0,0
4393,One credit will be for mooc/project/seminar,0,0,0,0,0,0
4394,Bina confusion k kaam Kaha ho sakta h idhar xD,0,0,0,0,0,0
4395,Showing error of can't select 4 Elective,0,0,0,0,0,0
4396,Take the default subjectsA osB compilerG softwareElectives in c d e,0,0,0,0,0,0
4397,Haan that's what we were told in the starting of the semester,0,0,0,0,0,0
4398,Is pervasive computing a department elective?,0,0,0,0,0,0
4399,Ones indented on the right are open electives,0,0,0,0,0,0
4400,Pervasive is not there in the list,0,0,0,0,0,0
4401,Please ask maam regarding the same,0,0,0,0,0,0
4402,We’ll have 2 credits for MOOC,0,0,0,0,0,0
4403,Is it moocs/seminar/mini project or just mooc,0,0,0,0,0,0
4404,Is there a procedure to change elective?,0,0,0,0,0,0
4405,Ma’am said MOOCDon’t know about others,0,0,0,0,0,0
4406,Chose digital music as elective in all the excitement XD,0,0,0,0,0,0
4407,I want free passes to all concerts,0,0,0,0,0,0
4408,Anyone who was alloted Digital Logic Design with Plds and Vhdl?,0,0,0,0,0,0
4409,"Oh god I'm kidding, need to take embedded systems",0,0,0,0,0,0
4410,Anybody took internet security and computer forensics ? In d slot ?,0,0,0,0,0,0
4411,d slot is empty for me,0,0,0,0,0,0
4412,"It has a pre req , web programmingWo humne nie kr rkhaFir ab ?",0,0,0,0,0,0
4413,If you have any problem regarding the course registration (subject selection) then write a letter stating the subjects that you wanted in contrast to what you have got and submit it to to class in charge tomorrow along with proof of the problem faced.,0,0,0,0,0,0
4414,Or subject not present in the list,0,0,0,0,0,0
4415,How can be show that if we have already chosen the subject,0,0,0,0,0,0
4416,"A printout of the screenshot of the chosen subject, I guess",0,0,0,0,0,0
4417,If u have issues in enrolment meet me tomo with proof,0,0,0,0,0,0
4418,Ma'am what proof do we need to show ?,0,0,0,0,0,0
4419,I cant understand yr queries in phone. Meet in person tono,0,0,0,0,0,0
4420,"Ma'am, at what time can we meet you?",0,0,0,0,0,0
4421,Please meet me tomo in person.,0,0,0,0,0,0
4422,All of u submit yr course registration form tomo itself. If u have issues inform it tomo.,0,0,0,0,0,0
4423,Maam can we come right now?,0,0,0,0,0,0
4424,all of u submit yr course enrolment form today. Any issues after today will not be taken.,0,0,0,0,0,0
4425,RA1511003010423SAPD SLOT1. 15MB1217 Business Environment2. 15IT343E Multimedia Tools And Applications,0,0,0,0,0,0
4426,The 2017 academic cutting edge benchmark accuracy in Sentiment Analysis for the IMDB Dataset is 94.1% accuracy.Here is how I achieved a 94.5% accuracy on the same.WEBSITE_URL me know what do you think.,0,0,0,0,0,0
4427,Ma'am can we submit it tomorrow,0,0,0,0,0,0
4428,She posted that 3 days ago.,0,0,0,0,0,0
4429,Adhiyaman yr hall tkt is with me. Come and collect in ub 813,0,0,0,0,0,0
4430,Ma'am I haven't yet collected my 4th sem marksheet. Can I get it today?,0,0,0,0,0,0
4431,"At what time, Ma'am? My exam will get over by 1pm.",0,0,0,0,0,0
4432,Will you be available at that time?,0,0,0,0,0,0
4433,Please fill the form. This is with regard to placement,0,0,0,0,0,0
4434,I don't know how to react to that,0,0,0,0,0,0
4435,No one even asked you to.,0,0,0,1,0,0
4436,"There, there. Relieved you of your burden.",0,0,0,0,0,0
4437,I think it's because they'll add it afterwards,0,0,0,0,0,0
4438,What does this mean:ELIGIBILITY CRITERIA (Those who have registered for placement with thePlacement Cell),0,0,0,0,0,0
4439,Slots that were dropped will be filled manually.,0,0,0,0,0,0
4440,was there any such option given to us before that google form which was posted recently,0,0,0,0,0,0
4441,In that form on l y,0,0,0,0,0,0
4442,yep ok so thats the first form right?,0,0,0,0,0,0
4443,Students please fill the google form for placements,0,0,0,0,0,0
4444,the stud who did not enroll in any course have submitted yr course enrolment form without reg no. Please send yr no,0,0,0,0,0,0
4445,Ma'am u r talking about this form right??,0,0,0,0,0,0
4446,I have already filled it....do I need to fill it again??,0,0,0,0,0,0
4447,Maam mails as mentioned below are being circulated in IT depy.,0,0,0,0,0,0
4448,Ma'am is this for CSE students also??,0,0,0,0,0,0
4449,Ma'amFor those who have done industrial trainingDo they also have 2 fill this form ??,0,0,0,0,0,0
4450,"Ma'am, when can I get my marksheet today? It's urgent, Ma'am, please reply",0,0,0,0,0,0
4451,"Stud some of yr courses may get dropped. Check yr academia. In case of dropped slots, u have to select both subject and the faculty during faculty polling",0,0,0,0,0,0
4452,Ma'am what subjects would be available during faculty selection for the dropped slots?,0,0,0,0,0,0
4453,That u will know only when u registet,0,0,0,0,0,0
4454,Some courses are dropped due to less takers. The list of courses is available in the link: WEBSITE_URL Course selection for missed slots will open from Today (6th Dec) 7:30pm in Academia Portal. Kindly complete your course selection before 7.12.2017 O/o. Director (E&T),0,0,0,0,0,0
4455,Nos 449 and 465 cell me immediately,0,0,0,1,0,0
4456,maam my E slot hasn't been updated yet,0,0,0,0,0,0
4457,Mam one of my subjects has been dropped but i dont have any option to reselect,0,0,0,0,0,0
4458,U have to select. I don t have selection rights,0,0,0,0,0,0
4459,15CS330E  Human Computer Interface has been dropped but i was not allowed to reselect,0,0,0,0,0,0
4460,maam i submitted the printout of the course registration page along with proof for error and maam you assigned me a different subject but it's not showing it on academia,0,0,0,0,0,0
4461,I cant assign subjects. Its not in my control,0,0,0,0,0,0
4462,there is bo such option.... i could only change the D slot,0,0,0,0,0,0
4463,Chech whether sub are loaded in all slots,0,0,0,0,0,0
4464,"Stud if u have selected 3 dept electives for 6 Sem, then in next sem u have to select 2 open electives. Be aware of this. If u think to change to open elective, u can do within today evening",0,0,0,0,0,0
4465,If any of yr slots r missing u can repoll it within today,0,0,0,0,0,0
4466,If u have doubts call me. Dont msg,0,0,0,0,0,0
4467,"Yes mam. All subjects are loaded. but in the drop list, the subject has its name, also there is a note that dropped in main campus only",0,0,0,1,0,0
4468,Maam how to change to open elective???,0,0,0,0,0,0
4469,"Know-it-all friend: Bro, why didn't you attend today's class?Me: Someone posted there was no class today on whatsapp. Did we have one?know-it-all friend: Oh! That was a prank dude! Didn't know someone will actually fall for it.Me: Oh shit! I had 76.71% attendance. What do I do now?Ever faced this situation before?Have you ever missed deadlines because you were unaware of information passed on by your faculties?Have you ever called and texted your teachers multiple times but to no avail?Have you ever been pranked before with fake messages from friends?Well. Not anymore.Team Webarch presents to you SRM Desk, one stop destination for all teacher-student communications within SRM!Watch out this space for more details!#COMINGSOON#SRMDESK",0,0,0,0,0,0
4470,Faculty selection for the registered courses will commence today in Academia portal. Schedule is in the link: tinyurl.com/coursereg-even6 O/o.Director (E&T),0,0,0,0,0,0
4471,Due to university exams the faculty selection is rescheduled. Kindly check in the already sent link. O/o. Director (E&T),0,0,0,0,0,0
4472,at what time we need to go?,0,0,0,0,0,0
4473,Galat duniya mein hai bhai tu,0,0,0,0,0,0
4474,Galat hi link khol raha hai bhai tu 😂😂,0,0,0,0,0,0
4475,8:30 pm confirmed h na ?,0,0,0,0,0,0
4476,Kuch Nahi ho sakta iss college ka,0,0,0,0,0,0
4477,I guess it's 7 p.m now,0,0,0,0,0,0
4478,I am not sure when we need to go,0,0,0,0,0,0
4479,what the hell is happening ?,0,0,0,0,0,0
4480,Or to or  open  elective ke naam Edc de dete hai😅😅,0,0,0,0,0,0
4481,"Difference between a beautiful night and a horror night.Beautiful night is,When you hug your teddy bear and sleep.Horror night is,When your teddy bear hugs you BACK.",1,1,1,1,1,1
4482,What is love?Love is our 7th sense that destroys all 6 senseAnd makes the person nonsense. 😬🙂,1,1,1,1,1,1
4483,"Once all the engineering professors were sitting in one plane.Before the takeoff, one announcement came“This plane is made by your students”Then all professors stood up, ran and went outside.But the principal was sitting.One guy came and asked, “are you not afraid”?Then the principal replied“I trust my students very well and I am sure the plane won’t even start”. 😬🙂😬🙂",1,1,1,1,1,1
4484,"Is there any one available in the col, who could attend TCS meet on 21.12.27 ? Kindly respond",0,0,0,0,0,0
4485,Check the above list. Only these stud have registered for placements. If u have not registered please send me the details immediately.,0,0,0,0,0,0
4486,472 are u i n col ?,0,0,0,0,0,0
4487,Ma'am I needed to collect my Mark sheet too for previous semesters too,0,0,0,0,0,0
4488,"For placement updates, respond in the grp",0,0,0,0,0,0
4489,Ma'am please add my name to the placement list and ma'am when can I collect the Mark sheet,0,0,0,0,0,0
4490,I opted for higher studiesPlease remove my name from the list Ma'am,0,0,0,0,0,0
4491,I opted for placementsPlease change  from the list Ma'am.Řeg no 464Saurabh Singh,0,0,0,0,0,0
4492,"Stud who r going for intern ship with directors approval, send me yr reg number in the grp",0,0,0,0,0,0
4493,"429, 454, 465, 471, 472, 484, send the details asked for placements in the grp immediately. Else u will be marked as not interested in placements.",0,0,0,0,0,0
4494,"I have sent the declaration form to yr mail id that u gave me recently. If any one did not get the mail, please update yr mail id",0,0,0,0,0,0
4495,"471 hereI’m not interested in placements, thank you",0,0,0,0,0,0
4496,"Ma’am I opted for higher studies,Please remove my name from the list",0,0,0,0,0,0
4497,I didn't get the email either,0,0,0,0,0,0
4498,Even I didn't get the mail,0,0,0,0,0,0
4499,"I had given the email id, didn't get any mail ma'amAnukool Srivastavaanukoolsriv@gmail.com",0,0,0,0,0,0
4500,Madam i didnt get the mail.,0,0,0,0,0,0
4501,Mam I didn't get the mail,0,0,0,0,0,0
4502,Name - Prabhav GuptaReg no- RA1511003010429My name is not in the list mam,0,0,0,0,0,0
4503,Mam i didn't get the mail,0,0,0,0,0,0
4504,Mam I didn't get the mail.,0,0,0,0,0,0
4505,I didn't receive the mail either,0,0,0,0,0,0
4506,"Maam ,i want to change that to placementsANKUR GARGRA1511003010479",0,0,0,0,0,0
4507,"Ma'am, I didn't get the mail.",0,0,0,0,0,0
4508,Ma’am didn’t receive the mail either,0,0,0,0,0,0
4509,"I didnt recieve a mail maam,",0,0,0,0,0,0
4510,Send all details which i have given in the form,0,0,0,0,0,0
4511,"Maam I did upload the proof, but couldnt get the directors approval",0,0,0,0,0,0
4512,R u going for SAP or intern ship,0,0,0,0,0,0
4513,Can i know who is this,0,0,0,0,0,0
4514,U belong to  H section. Contact anita mam,0,0,0,0,0,0
4515,Jerin  Check the previous msg and send me the details.,0,0,0,0,0,0
4516,Did u give me the director approval letter,0,0,0,0,0,0
4517,Yr intern ship od wil be approved only if i get,0,0,0,0,0,0
4518,Yr intern ship od will be approved only if u get permission from director and submit the letter to me,0,0,0,0,0,0
4519,I submitted one letter in placement cell,0,0,0,0,0,0
4520,Of is not required I will return on time,0,0,0,0,0,0
4521,"472, 425 send details. Else i wont be eligible for placements. I am going to send final list by 11.10 am t o day",0,0,0,0,0,0
4522,I have again mailed the form after including yr ids. Check,0,0,0,0,0,0
4523,"Ma'am, I did not receive the mail.",0,0,0,0,0,0
4524,"Those who are single, Let’s sing this song together:Single bellsSingle bellsSingle all the wayOh what fun it is to watchthose couples fight all day. Yay…",1,1,1,1,1,1
4525,Mam still the mail didn't come.,0,0,0,0,0,0
4526,Those who did not get the mail meet me in col after u come,0,0,0,0,0,0
4527,"Today I saw two blind people fighting,then I shouted “I’m supporting the one with the knife”,they both ran away.  😬😬😬",1,1,1,1,1,1
4528,8 p.m. I get an SMS from my girlfriend: Me or football?!11 p.m. I SMS my girlfriend: You of course. 😬,1,1,1,1,1,1
4529,Anyone has Computational logic as an elective?,0,0,0,0,0,0
